text,amount,category,payment_method,payment_provider,bank_account,text_source
aaj DTH recharge ka bill gaya 2430 cred se,2430,utilities,upi,cred,,voice
Charged 16868 to Zara from ICICI Bank account using credit card,16868,retail,upi,cred,icici,english
Fees 18055.86 to course by Niyo card,18055.86,education,upi,NA,niyo,ocr_receipt
education loan EMI ka installment 7216.22 Mastercard pe de diya,7216.22,EMI,card,,,hinglish
1119 transferred for mobile recharge using CRED,1119,Utilities,upi,cred,,ocr_receipt
  Zara 20626 done through card ,20626,purchase,card,,,english
PVR ke live concert ke liye 413.18 pay kiye Fi Money se,413.18,OTT,upi,fi,fi,hinglish
6133 paid via credit card for friend.,6133,friends,UPI,cred,,ocr_upi
2694 Zomato Gold subscription ke liye de diye,2694,entertainment,unknown,,,hinglish
  fees 59896 coaching ko diya cash   ,59896,education,cash,,,voice
  Cash on delivery for Bewakoof order 15774.51  ,15774.51,shopping,cash,,,ocr_receipt
Recharged Apollo Pharmacy app with 4879 via Fi Money.,null,healthcare,upi,fi,Fi Money,english
aaj education loan EMI ka 36223.24 bheja card kar ke,36223.24,emi,card,,,voice
stationery pe 3072 ka payment Jupiter kiya,3072,study,upi,jupiter,Jupiter,hinglish
"Online order on Lenskart for 7709, paid by cash",7709,shopping,Cash,,,english
credit card to diagnostic center for 1006.,1006,Health,upi,cred,,english
upGrad course 13368 by PhonePe,13368,education,Upi,phonepe,,english
aaj PVR me 951 kharch kare CRED se,951,entertainment,upi,cred,,voice
crypto pe 18226 ka order confirm PhonePe se,null,invest,upi,phonepe,fi,hinglish
Paid dentist 21335 in cash.,21335,healthcare,cash,,,english
"Allen coaching ko 28051.39 bheje, cash diya",28051.39,Education,cash,,,hinglish
"wifi bill ke liye cash diya 4692.68 ki, baad me Google Pay se adjust karunga",4692.68,recharge,upi,gpay,fi,hinglish
"tuition se material mangaya, 9221 diye cash se",9221,study,cash,,,hinglish
"35731 udhar diya exam fee ke liye, baad me le lena",35731,eduation,unknown,,,hinglish
"restaurant bill paid, 1704 via Visa",1704,food,card,,,ocr_upi
car loan EMI payment of 33541 by credit card,33541,emi,upi,cred,,ocr_receipt
INOX 1840 cash Union Bank,1840,Entertainment,cash,,Union Bank,ocr_upi
tuition ki fees 19068 di cred se,19068,education,upi,cred,,hinglish
aaj Rahul se paise liye 7128.56 in cash,7128.56,transfer,cash,,,voice
Successful payment of 3929 to gas bill with Paytm,3929,,upi,paytm,,ocr_upi
Airtel recharge ka bill pay kiya 3781 Mastercard se,3781,utilites,card,,,hinglish
crypto purchase of 26113 via GPay,26113,Investment,upi,gpay,,ocr_receipt
Paid 646.11 to McDonald's via cash from Punjab National Bank,646.11,food,cash,,pnb,english
Concert ticket booked 1200 jupiter,1200,OTT,upi,nan,jupiter,ocr_receipt
metro ki cab ke 3350 cash se transfer kar diye,3350,travel,cash,,,hinglish
Monthly bike loan EMI of 24450.96 paid via card,24450.96,loan,card,,,hinglish
  Croma pe shopping kiye 15565 Visa se  ,15565,shopping,card,,,hinglish
  lab test ko 11907.16 diya cash se   ,,healthcare,cash,,,hinglish
715.94 udhar diya McDonald's mein khane ka bill cash se,715.94,grocery,CASH,,,voice
Set up 21870.63 personal loan EMI with jupiter,21870.63,emi,upi,jupiter,jupiter,ocr_upi
credit card EMI ka EMI 29990 auto debit hogaya,29990,NA,upi,cred,,hinglish
Hotstar bill paid 743.06 credit card,743.06,entertainment,upi,nan,,ocr_upi
credit card EMI ka EMI 39745 auto debit hogaya,39745,emi,upi,cred,,hinglish
Coursera subscription renew 46640 cash,46640,school,cash,,,voice
For checkup at Apollo Pharmacy 9844 rupees Fi se.,9844,healthcare,upi,fi,Fi Money,english
Paid exam fee fees 28333 via CRED,28333,education,upi,cred,,english
9328 payment at checkup using slice,9328,pharmacy,upi,slice,Slice,ocr_upi
Invested 5741 in Groww using Jupiter.,5741,invstment,upi,jupiter,jupiter,english
Karan ki shaadi ka gift 8760.23 CRED se bheja,8760.23,peer,upi,cred,,hinglish
"personal loan EMI kharcha, 19170 via cash",19170,emi,cash,,,ocr_upi
"3194.56 Airtel recharge ke liye de diye yaar, Niyo se",3194.56,utilities,upi,niyo,niyo,hinglish
Paid diagnostic center 24544 from Fi Money,24544,healthcare,upi,fi,fi,ocr_upi
  aaj diagnostic center mein 23765 ka payment kiya cash se   ,23765,healthcare,cash,,,voice
"home loan EMI kharcha, 3547 via cash",3547,emi,cash,,,ocr_upi
  Paid upGrad fees 19732 via credit card  ,19732,education,upi,None,,english
coaching pe 2101 ka payment cash kiya,2101,education,cash,,,hinglish
Karan for movie tickets 5355 Phone Pe,5355,Friends,upi,phonepe,,ocr_receipt
bhai Rapido ki ride 3723 cash diye,3723,travel,cash,,,voice
15447.54 for medicines at diagnostic center cash payment.,15447.54,healthcare,cash,,,english
Amazon shopping ke liye 14470 ka payment debit card se,14470,shopping,card,,,hinglish
"   Yaar, KFC ka bill 1327.40 aaya, slice se clear kiya  ",1327.40,food,upi,NA,Slice,hinglish
Blinkit mein cash diya 369 chai ke liye,369,food,cash,,,voice
BookMyShow bill paid 1424 card,1424,entertainment,card,,,ocr_upi
Amazon ko 3403 transfer kiye ICICI card se,3403,shopping,card,,ICICI,hinglish
Invested 29951 in NPS via Google Pay,29951,investment,upi,gpay,,ocr_upi
Visa se installment ke 14562 pay kiye,14562,emi,card,,,hinglish
Paid 2804 at Zomato Gold with paytm,2804,entertainment,upi,paytm,,english
29779 for car loan EMI paid from Jupiter,29779,emi,Upi,jupiter,jupiter,hinglish
bhai ne bataya PPF mein 5009 lagaye hai jupiter se,"5,009.00",investment,upi,jupiter,Jupiter,voice
Angel One mein 18794 ka order paytm se,18794,investment,upi,--,,voice
Croma pe shopping kiye 16843 Niyo se,16843,shopping,UPI,niyo,niyo,hinglish
rent ki bill 3751 pay ki Google Pay se,3751,utility,upi,gpay,,english
Deducted 1983 for petrol pump booking.,1983,Transport,unknown,,,english
  Added 12546 to stocks from my savings.  ,12546,investment,unknown,,,english
Sent 12662.35 for Air India via Fi from ICICI Bank.,12662.35,commute,upi,fi,icici,english
Paid 17786.36 for online course on Coursera via cred.,17786.36,Education,upi,cred,,ocr_upi
Uber for 5528 using CRED,5528,travell,upi,cred,,voice
auto ke liye 5604 Jupiter se diya,5604,travel,upi,jupiter,jupiter,hinglish
18123 for medicines at lab test cash payment.,18123,medical,cash,,,english
"school fees se material mangaya, 51324 diye Niyo se",51324,education,upi,,niyo,hinglish
gpay se INOX ko 2042.00 pay kiya,2042.00,Entertainment,upi,gpay,,english
14716 paid for Air India ride on cash,14716,travel,cash,,,ocr_upi
Payment to Flipkart for 26505.59 via cash from Axis,26505.59,shoping,cash,,axis,english
aaj gold ka SIP 47577.39 pay kiya PayTM se,47577.39,investment,upi,paytm,,voice
"Dominos se biryani mangwai, 2340.99 pay kiya Union Bank card se",2340.99,food,card,,union bank,hinglish
Swiggy order 852.86 via slice,852.86,meal,upi,null,slice,ocr_receipt
5899 paid via slice for Sneha.,5899,friends,upi,slice,slice,ocr_upi
17833 gone for Reliance Digital shopping,17833,shopping,unknown,,,english
transferred 18040 to sovereign gold bond from,18040,invest,unknown,,,voice
"roommate ka birthday gift, contributed 8729 through Niyo",8729,Friends,upi,niyo,niyo,english
friend ko 7405 udhaar diya Fi se,7405,friends,upi,NA,fi,hinglish
stocks mein 28984 add kiya Niyo se,28984,investment,upi,niyo,niyo,hinglish
  Paid 30169.71 towards sovereign gold bond via Phone Pe  ,30169.71,investment,Upi,nan,,ocr_upi
flatmate to cash 8300.28 for dinner split,8300.28,friends,CASH,,,voice
3905 PharmEasy ko transfer kiya cash se,3905,healthcare,cash,,,hinglish
Monthly mutual fund SIP auto-debit of 43437 via Fi.,43437,investment,upi,fi,fi,english
education loan EMI ke liye 36992.01 ka payment kardia slice pe,36992.01,emi,upi,NA,Slice,hinglish
Just paid 7174 for my installment,7174,EMI,unknown,,,english
Cleared EMI for 9704,9704,emi,Unknown,,,english
tuition pe 41591 ka payment Fi kiya,41591,education,upi,fi,fi,hinglish
Pizza from BigBasket for 1014.84 on Jupiter,1014.84,food,upi,jupiter,jupiter,english
course ki fees 45379.38 di debit card se,45379.38,education,card,,,hinglish
Goibibo se 5389.84 ka recharge karaya.,--,travel,unknown,,,english
  25000 added to sovereign gold bond from Niyo  ,25000,investment,upi,null,Niyo,ocr_receipt
exam fee fees 40868 diya cash se,40868,tution,cash,,,voice
MedPlus ka 3379.62 ka bill Fi Money ke card se pay,3379.62,healthcare,upi,fi,fi,hinglish
Tata CLiQ order 27547 paid by paytm,27547,retail,upi,paytm,,ocr_receipt
just paid 23234.29 towards education loan EMI using debit card,23234.29,emi,card,,,voice
maintenance bill settled via CRED 1785,None,utilities,upi,cred,,ocr_receipt
  Paid 4827 for wifi bill through card  ,4827,utilities,upi,,Fi,english
"22124 gaye mall pe, niyo se settle kiya",22124,shopping,upi,niyo,Niyo,hinglish
27785.99 for car loan EMI through paytm,27785.99,loans,upi,paytm,,english
main Yatra ko 12043 de diya cash me,12043,travel,Cash,,,voice
gold investment of 35615 done,35615,investment,unknown,,,ocr_upi
Paid 24140 to dentist by gpay,24140,healthcare,upi,gpay,,ocr_receipt
IRCTC ka bill 224 debit card se,224,travel,card,,,ocr_receipt
Ajio ka bill 15963 paid by cash,15963,shopping,cash,,,voice
"Ugh, rent ka bill aagaya tha, 3018 de diye cred pe",3018,utilities,upi,cred,,hinglish
Had to pay MedPlus 6712 using cash from .,6712,pharmacy,cash,,,english
Food expense at dhaba 1569 by PhonePe,1569,food,upi,phonepe,,english
"course se material mangaya, 19726 diye Slice se",19726,education,upi,slice,Slice,hinglish
water bill payment 130.00 Mastercard,130.00,utilities,card,,,english
stationery course fee 57686 paid with cred.,57686,education,upi,cred,,ocr_upi
water bill ke liye 3613 paytm kara,3613,utilities,upi,paytm,,voice
"Bhai, DTH recharge ka bill clear kar diya 3484.91 ka, Axis Bank ke card se",3484.91,utilities,card,,axis,hinglish
Cleared personal loan EMI for 39045.43,39045.43,installment,unknown,,,english
  aaj doctor fees 3237 cash mein de aaya  ,3237,medical,CASH,,,voice
"Ugh, maintenance ka bill aagaya tha, 2574.69 de diye phonepe pe",2574.69,utilities,upi,phonepe,,hinglish
Tuition ke 43067.95 de diye yaar,43067.95,education,unknown,,,hinglish
   bhai mobile recharge de diya 72 wala cred se   ,72,utilities,upi,cred,,voice
Paid 416 to Airtel recharge from Niyo using credit card,416,utilites,upi,cred,niyo,ocr_receipt
Paid 2482 to JioMart via PayTM from Slice,2482,Food,upi,paytm,slice,english
Goibibo ke liye 9095 ka payment Niyo se,9095,travel,upi,niyo,Niyo,ocr_upi
main Udemy ke liye 33910.44 pay kiya ICICI card se,33910.44,education,card,,ICICI,voice
Quick bite at BigBasket 1953 with Kotak Mahindra CRED,1953,restuarant,upi,cred,Kotak Mahindra,english
Neha sent 9468 on CRED,9468,friends,upi,cred,,ocr_receipt
Zepto mein cash diya 571 chai ke liye,571,food,cash,,,voice
"Drove together, Sneha ne petrol ka 9030 diya",9030,friends,unknown,,,hinglish
"PharmEasy ke liye 18639 ka kharcha, cash",18639,healthcare,cash,,,ocr_upi
petrol pump se 855 ka recharge Punjab National Bank card se kiya,0,travel,card,,pnb,hinglish
i sent Ananya 9394 using cash,9394,friends,cash,,,voice
Spent 22390 on a quick Bewakoof order with cash,22390,Shopping,cash,,,english
13447.77 MedPlus pe kharch hua credit card se,13447.77,nan,upi,cred,,hinglish
"Kharcha hua electronics store pe 28261.84, cash use kiya",28261.84,shopping,cash,,,hinglish
bhai movie ticket ke liye 1494 cash se book kiya INOX pe,1494,entertainment,cash,,,hinglish
Jio recharge 1880 deducted by Indusind Bank for bill,1880,utilites,unknown,,indusind,voice
aaj flatmate ne 4388 phonepe kiya wapas,4388,peer,upi,None,,voice
Zomato pe 2447 ka bill cash kiya,2447,food,cash,,,hinglish
   4714 invested in NPS today.  ,4714,savings,unknown,,,english
aaj Arjun ne 5376.03 phonepe kiya wapas,5376.03,p2p,upi,phonepe,,voice
Cab fare 7564 to IRCTC.,7564,Transport,unknown,,,english
7081 paid for IndiGo ride on jupiter,7081,Transport,upi,jupiter,jupiter,ocr_upi
   aaj Angel One ka 22447.08 debit hua Paytm se   ,22447.08,investment,upi,paytm,,voice
Concert ticket booked 1443 credit card Jupiter,1443,--,upi,cred,jupiter,ocr_receipt
installment EMI 27828 deducted via debit card,27828,emi,Card,,,voice
aaj Pizza Hut pe order kiya 352 phonepe se,352,food,upi,phonepe,,voice
H&M shopping ke liye 15835 ka payment debit card se,15835,shopping,CARD,,,hinglish
cash se Hotstar ko 2007 ka payment,2007,entertainment,cash,,,ocr_upi
dhaba pe 384 ka bill Fi Money kiya,384,food,upi,fi,fi,hinglish
Sneha ke birthday gift mein chip in 5451 via BHIM,5451,p2p,upi,bhim,,voice
"Yaar, education loan EMI ka paisa 35375.93 kat gaya State Bank se",35375.93,emi,unknown,,sbi,hinglish
lab test pe 17721 udhar diye Fi se,NA,pharmacy,upi,,fi,hinglish
bike loan EMI ki installment 7384 de di credit card se,7384,emi,upi,cred,,english
UPI payment to school fees for 45885.65 using cash.,45885.65,school,cash,,,ocr_upi
"Subway ka online order, 1863 debit hua cash se",1863,food,card,,,hinglish
Udemy subscription renew kiya 20976 ka,1234567,study,unknown,,,hinglish
gold ke liye 43883 invest kiya bhai,43883,Investment,UNKNOWN,,,hinglish
aaj H&M order 15868.83 debit hua niyo se,15868.83,shopping,upi,niyo,Niyo,voice
Nykaa pe shopping kiye 19513 Niyo se,19513,shoping,upi,niyo,niyo,hinglish
index fund ke liye 1877 ka SIP cash se diya,1877,investment,cash,,,hinglish
"Coffee on me, flatmate ko 9515 pay kiya",9515,friends,unknown,,,hinglish
Dentist visit 4005 done through jupiter.,4005,healthcare,upi,jupiter,Jupiter,english
MedPlus ka payment 21986.00 PhonePe se diya,0.01,healthcare,upi,,,hinglish
HP petrol ki booking karne pe 4142 lag gaye Phone Pe se,4142,cab,upi,phonepe,,hinglish
Money sent to brother for 3426 via Niyo.,3426,Friends,upi,niyo,niyo,ocr_upi
dhaba mein cash diya 2280 chai ke liye,2280,food,cash,,,voice
NPS investment of 19261 done,19261,investment,Unknown,,,ocr_upi
Fees ka 48568 pay kardiya,48568,education,unknown,,,hinglish
182 diagnostic center pe kharch hua cash se,182,hospital,cash,,,hinglish
lab test ke liye 2818 advance diya credit card pe,2818,healthcare,upi,cred,,hinglish
Paid 2693 at PVR using Punjab National Bank cash,2693,entrtainment,cash,,pnb,ocr_receipt
Steam 2614.49 payment done via cash,2614.49,entrtainment,cash,,,ocr_receipt
"Split the hotel cost with sister, my part 8147 paytm",8147,peer,upi,paytm,,english
Recharged lab test app with 2065.37 via Visa.,2065.37,healthcare,card,,,english
Direct slice se Behrouz ko 2253 transfer kiya khane ka,2253,food,upi,slice,Slice,hinglish
eye clinic ke paise 7434 CRED se deduct hue,7434,healthcare,upi,--,,hinglish
"Bhai, Myntra se 17454 ka saman liya cash diya",17454,shopping,cash,,,hinglish
main ne friend ko 9671 bheja on cash from Punjab National Bank,9671,friends,cash,,pnb,voice
Udemy course ke liye 14915 Slice kiya,14915,education,upi,slice,slice,voice
SonyLIV 1468.33 wala plan le liya Visa through Niyo,1468.33,entertainment,upi,niyo,niyo,voice
  EMI 39428.90 to Union Bank using Mastercard  ,39428.90,None,card,,union bank,ocr_receipt
EMI installment 7113.38 paid from Canara Bank,7113.38,emi,unknown,,canara,ocr_upi
Zomato Gold recharge 2013 Union Bank card,2013,entrtainment,card,,union bank,ocr_upi
   Recharged JioCinema for 1995 on cash   ,1995,movies,cash,,,english
credit card EMI for 37878 using Union Bank cash,37878,loans,upi,nan,union bank,ocr_receipt
phonepe se Ananya ko transfer 7867 for movie tickets,7867,friends,upi,phonepe,,voice
  131 deducted for Hotstar subscription   ,131,entertainment,unknown,,,english
Topped up Angel One with 34326 using BHIM.,34326,investment,upi,,,english
"education loan EMI due cleared, 23901 from Jupiter",23901,loans,upi,jupiter,Jupiter,english
i paid 7884 for Rapido using cash,7884,fuel,cash,,,voice
21514 for bike loan EMI through debit card,21514,installment,card,,,english
Dentist visit 17594.97 done through Jupiter.,17594.97,healthcare,upi,jupiter,jupiter,english
sovereign gold bond purchase of 15042.87 using credit card,15042.87,investment,upi,cred,,ocr_upi
Fees ka 35313.55 pay kardiya,35313.55,study,unknown,,,hinglish
"8006 gaye Reliance Digital pe, Visa se settle kiya",8006,purchase,Card,,,hinglish
mutual fund SIP SIP auto-debit 44317.58 ho gaya,44317.58,invstment,card,,,hinglish
upGrad coaching ka advance 47007 dedo,47007,study,unknown,,,hinglish
"FirstCry se 11255 ka maal aaya, CRED se pay kiya",11255,shopping,upi,cred,fi,hinglish
"3818 electricity bill ke liye de diye yaar, Fi se",3818,recharge,Upi,--,Fi,hinglish
"3023.13 repaid to Ananya for the book, used gpay",3023.13,friends,upi,gpay,,english
main Airtel recharge ka 4291 bheja cash se,4291,utilities,cash,,,voice
Karan for cab 2427 split cash,2427,friends,cash,,,ocr_receipt
sovereign gold bond investment of 40240.08 done,40240.08,investment,unknown,,,ocr_upi
roommate se 1602.27 wapas liya cash mein,1602.27,friends,cash,,,hinglish
car loan EMI for 30470 done by credit card,30470,loan,upi,cred,,voice
sovereign gold bond ke liye 41243 ka payment Phone Pe kiya,41243,investment,upi,phonepe,,voice
34320 transferred to gold from ICICI Bank account,34320,invest,unknown,,ICICI Bank,ocr_upi
28735.73 udemy course liya credit card se,28735.73,education,upi,None,,voice
MedPlus ka bill 24094.28 GPay pe clear kiya,24094.28,healthcare,upi,null,,hinglish
"  Dinner at restaurant 289 rupees, Mastercard   ",289,food,card,,,english
Indian Oil ticket 5493 pay kiya through credit card from HDFC Bank,5493,travel,upi,cred,hdfc,voice
slice se Burger King ko 671.41 ka bill,671.41,food,upi,slice,slice,ocr_upi
NPS monthly contribution of 5827.44 by cred.,5827.44,investment,upi,cred,,english
Airtel recharge pe 809 spend kiya using slice,809,utilities,upi,slice,slice,hinglish
Zomato Gold ke liye 549.14 ka payment PhonePe se kiya,549.14,entrtainment,upi,--,,english
   paid 9454.68 for RedBus via card upi   ,9454.68,travel,card,,,voice
education loan EMI EMI 39308 deducted via card,39308,emi,card,,,voice
36641.38 Groww mein daale via paytm,36641.38,investment,upi,paytm,,hinglish
1047 JioCinema ki membership renew kardi phonepe pe se,1047,movies,upi,phonepe,,hinglish
,17385,study,cash,,,hinglish
