text,amount,category,payment_method,payment_provider,location,notes
grocery vegetables milk bread ₹6543 paid Paytm,6543,food,upi,paytm,,
uber ola cab ride airport train ticket ₹36310 cash,36310,travel,cash,,,
Paytm: Payment of ₹21604 to Crypto investment successful,21604,investment,upi,paytm,,
home loan car loan credit card EMI monthly ₹48093 autopay card,48093,emi,card,,,
pharmacy medicine purchase pe 27123 rupaiye karcha hui davai pe paytm se,27123,healthcare,upi,paytm,,
11027 rs ka order diye clothing store bill pe card se,11027,shopping,card,,,
Credit card EMI INR 23724,23724,emi,upi,cred,,
exam fee ka course 17400 rupaye me liyaa BHIM se pay kya,17400,education,upi,bhim,,
online flipkart order se 13775 ka saman liyaa card se pay kya,13775,shopping,card,,,
Crypto investment INR 41660,41660,investment,upi,bhim,,
mutual fund SIP stocks PPF FD investment ₹39900 PhonePe,39900,investment,upi,phonepe,,
netflix subscription ka subscription 6157 rupaye cash se renew kiya,6157,entertainment,cash,,,
phonepe payment ₹34934 Pizza delivery HDFC Bank 5113,34934,food,upi,phonepe,,
zomato dinner ka khana 24187 rupaiye me aaya card se diy,24187,food,card,,,
movie ticket booking ka ticket 14225 rupye me lya card se,14225,entertainment,card,,,
Pizza delivery INR 12242,12242,food,card,,,
netflix subscription ka ticket 45562 rs. me lya phonepe se,45562,entertainment,upi,phonepe,,
exam fee ki fees 5677 rupye gpay se bhara,5677,education,upi,gpay,,
electricity water broadband mobile recharge bill ₹39327 card,39327,utilities,card,,,
Personal loan installment INR 32920,32920,emi,card,,,
NaN,"1,000",error,csh,,,
Water bill INR 47699,47699,utilities,cash,,,
₹14234 debited from your account for Medical test charges (Phone Pe UPI),14234,healthcare,upi,phonepe,,
split dinner group INR 18469 paid through BHIM,18469,friends,upi,bhim,,
paid back friend lent money ₹8280 gpay,8280,friends,upi,gpay,,
33274 rupye ka bike loan emi installment BHIM se diye,33274,emi,upi,bhim,,
pharmacy medicine purchase pe 49305 rupay khrcha hui davai pe card se,49305,healthcare,card,,,
Online course subscription INR 39467,39467,education,cash,,,
kal raat dinner split 11623 rupaiye CRED,11623,friends,upi,cred,,
Internet recharge INR 11560 paid through phonepe,11560,utilities,upi,phonepe,,
Rs. 30310 sent to Flight ticket booking via CRED UPI,30310,travel,upi,cred,,
amazon purchase pe shopping kia 16315 rupye kharcha card se,16315,shopping,card,,,
22272 rs. ka pharmacy medicine purchase bill aaya card se pay kya,22272,healthcare,card,,,
aaj ola cab lya 19093 rs. CRED se pay kia,19093,travel,upi,cred,,
Internet recharge INR 26265,26265,utilities,card,,,
mutual fund sip me 23594 rupay invest kia Paytm se,23594,investment,upi,paytm,,
Personal loan installment INR 15247,15247,emi,upi,bhim,,
Bike loan EMI INR 38728,38728,emi,card,,,
crypto investment ka SIP 41324 rupay cred se bharaa,41324,investment,upi,cred,,
lunch dinner food order swiggy zomato restaurant meal ₹6536 card,6536,food,card,,,
netflix spotify hotstar subscription movie show ₹43747 bhim,43747,entertainment,upi,bhim,,
concert ticket ka ticket 5997 rs me lya cash se,5997,entertainment,cash,,,
Bus ticket INR 9334,9334,travel,card,,,
Water bill INR 48084,48084,utilities,upi,gpay,,
Amazon purchase INR 30107,30107,shopping,cash,,,
40317 rupay ka personal loan installment installment Paytm se diyee,40317,emi,upi,paytm,,
internet recharge recharge kiyaa 4728 rupay Paytm se,4728,utilities,upi,paytm,,
4757 rupaye friend ko UPI Paytm se transfer,4757,friends,upi,paytm,,
47099 rupaiye crypto investment me daale card se,47099,investment,card,,,
train ticket irctc ka kiraya 36083 rupaiye die phonepe se,36083,travel,upi,phonepe,,
school college tuition course books fees ₹23818 PhonePe,23818,education,upi,phonepe,,
Flipkart order INR 37009,37009,shopping,upi,phonepe,,
mutual fund SIP stocks PPF FD investment ₹13270 card,13270,investment,card,,,
Personal loan installment INR 18147,18147,emi,upi,paytm,,
hospital bill pe 48021 rupaiye kharchaa hui davai pe Google Pay se,48021,healthcare,upi,gpay,,
water bill ka bill 28151 rs CRED se bharaa,28151,utilities,upi,cred,,
Train ticket IRCTC INR 19332,19332,travel,upi,paytm,,
amazon purchase se 12046 rupaiye ka shopping kiya card se,12046,shopping,card,,,
Game purchase INR 36190,36190,entertainment,upi,bhim,,
loan ka home loan emi 47080 rupaye bhim se pay kya,47080,emi,upi,bhim,,
netflix spotify hotstar subscription movie show ₹24777 BHIM,24777,entertainment,upi,bhim,,
Online shopping payment INR 46279,46279,shopping,card,,,
home loan emi ki EMI 4014 rupay card se bharaa,4014,emi,card,,,
home loan emi EMI 35901 rupay kat gaye card se,35901,emi,card,,,
hospital doctor pharmacy medicine diagnostic ₹1394 CRED,1394,healthcare,upi,cred,,
amazon flipkart myntra online shopping order ₹4399 card,4399,shopping,card,,,
26421 rs ka pharmacy medicine purchase bill aaya card se pay kiya,26421,healthcare,card,,,
Flight ticket booking INR 26227,26227,travel,card,,,
Car loan EMI INR 21195,21195,emi,upi,gpay,,
42536 rs ka credit card emi installment card se die,42536,emi,card,,,
aaj electricity bill payment ka 11746 rupay ka bill bhim se bhara,11746,utilities,upi,bhim,,
online online shopping payment se 6755 ka saman lia card se pay kiyaa,6755,shopping,card,,,
Rs. 20807 sent to Online course subscription via gpay UPI HDFC Bank 6065,20807,education,upi,gpay,,
pharmacy medicine purchase pe 30095 rupaiye kharchaa hui davai pe Paytm se,30095,healthcare,upi,paytm,,
Fixed deposit investment INR 18091,18091,investment,card,,,
school college tuition course books fees ₹49896 cash,49896,education,cash,,,
Paid ₹5239 to Library fee using BHIM,5239,education,upi,bhim,,
netflix spotify hotstar subscription movie show ₹47455 card,47455,entertainment,card,,,
42731 rupay laga bus ticket me GPay se diye,42731,travel,upi,gpay,,
pharmacy medicine purchase pe 41958 rupay kharchaa hui davai pe cash se,41958,healthcare,cash,,,
Electronics shopping INR 23387,23387,shopping,upi,cred,,
Game purchase INR 6075,6075,entertainment,card,,,
Doctor consultation INR 12005,12005,healthcare,upi,phonepe,,
electricity water broadband mobile recharge bill ₹20240 BHIM,20240,utilities,upi,bhim,,
mutual fund SIP stocks PPF FD investment ₹25285 card,25285,investment,card,,,
electronics clothes purchase ₹7768 via bhim,7768,shopping,upi,bhim,,
hospital bill me 6019 rupaye kharch hua card se die,6019,healthcare,card,,,
15426 rupaiye stock purchase me daale paytm se,15426,investment,upi,paytm,,
home loan car loan credit card EMI monthly ₹32920 autopay card,32920,emi,card,,,
20984 rupay friend ko UPI card se transfer,20984,friends,card,,,
Transaction successful — ₹41771 to Water bill via GPay UPI,41771,utilities,upi,gpay,,
dost ko 15655 rs. PhonePe se bheje,15655,friends,upi,phonepe,,
game purchase dekha 28738 rupye lagaa card se diy,28738,entertainment,card,,,
aaj bus ticket lya 48467 rs. card se pay kiyaa,48467,travel,card,,,
school college tuition course books fees ₹6406 CRED,6406,education,upi,cred,,
electricity water broadband mobile recharge bill ₹5785 phonepe,5785,utilities,upi,phonepe,,
Mobile recharge INR 33390,33390,utilities,cash,,,
flipkart order se 11657 rupay ka shopping kya PhonePe se,11657,shopping,upi,phonepe,,
home loan car loan credit card EMI monthly ₹4969 autopay cred,4969,emi,upi,cred,,
Mutual fund SIP INR 41309,41309,investment,upi,cred,,
30049 rupaye ka mobile recharge bill pay kiya CRED se,30049,utilities,upi,cred,,
49527 rupaye kharch kiya concert ticket pe PhonePe se,49527,entertainment,upi,phonepe,,
mutual fund SIP stocks PPF FD investment ₹6662 Paytm,6662,investment,upi,paytm,,
bhai ko udhaar return 15814 rs. Paytm se,15814,friends,upi,paytm,,
ola cab ki ticket 12627 rupaiye me book kiyaa card se,12627,travel,card,,,
Car loan EMI INR 17983,17983,emi,card,,,
birthday gift money transfer friend ₹18698 via CRED,18698,friends,upi,cred,,
pharmacy medicine purchase me 7966 rupaye kharcha hua card se diyee,7966,healthcare,card,,,
uber ride ki ticket 27895 rs me book kiya card se,27895,travel,card,,,
school college tuition course books fees ₹18293 card,18293,education,card,,,
Netflix subscription INR 32960,32960,entertainment,upi,paytm,,
Concert ticket INR 45288,45288,entertainment,upi,gpay,,
netflix subscription ka subscription 10724 rs. card se renew kia,10724,entertainment,card,,,
school college tuition course books fees ₹5677 gpay,5677,education,upi,gpay,,
Home loan EMI INR 39290,39290,emi,card,,,
Library fee INR 21568,21568,education,upi,bhim,,
mutual fund SIP stocks PPF FD investment ₹8743 card,8743,investment,card,,,
aaj water bill ka 4121 rupay ka bill CRED se bharra,4121,utilities,upi,cred,,
24395 rupaiye kharchaa kiyaa lunch at hotel pe cred se,24395,food,upi,cred,,
CRED payment ₹32289 Pizza delivery,32289,food,upi,cred,,
mutual fund SIP stocks PPF FD investment ₹49527 gpay,49527,investment,upi,gpay,,
15685 rupay ka electricity bill payment bill pay kia cred se,15685,utilities,upi,cred,,
aaj hotel booking lya 2078 rs. card se pay kia,2078,travel,card,,,
padhai ke liye library fee pe 4339 rupaye kharcha kia cash se,4339,education,cash,,,
Mutual fund SIP INR 12900,12900,investment,card,,,
aaj stock purchase me 32814 rupye lagaye PhonePe se,32814,investment,upi,phonepe,,
pharmacy medicine purchase me 32444 rs karcha hua cash se diye,32444,healthcare,cash,,,
uber ola cab ride airport train ticket ₹37202 card,37202,travel,card,,,
Flight ticket booking INR 36310,36310,travel,cash,,,
hospital doctor pharmacy medicine diagnostic ₹28025 Paytm,28025,healthcare,upi,paytm,,
movie ticket booking ka ticket 21125 rupaye me lya paytm se,21125,entertainment,upi,paytm,,
netflix spotify hotstar subscription movie show ₹42944 bhim,42944,entertainment,upi,bhim,,
Lunch at hotel INR 7094,7094,food,upi,bhim,,
online clothing store bill se 46921 ka saman lia card se pay kiyaa,46921,shopping,card,,,
Bike loan EMI INR 45008,45008,emi,card,,,
petrol diesel fuel ₹21306 at pump cash,21306,travel,cash,,,
personal loan installment ki EMI 38368 rupay Paytm se bharaa,38368,emi,upi,paytm,,
₹12215 debited from your account for Online course subscription (BHIM UPI) paid from account …9233,12215,education,upi,bhim,,
hospital doctor pharmacy medicine diagnostic ₹8207 bhim,8207,healthcare,upi,bhim,,
₹41301 debited from your account for Pharmacy medicine purchase (CRED UPI),41301,healthcare,upi,cred,,
flipkart order se 4944 rupaiye ka shopping kya card se,4944,shopping,card,,,
credit card emi ki EMI 39387 rupaye CRED se bhara,39387,emi,upi,cred,,
padhai ke liye college fees payment pe 16296 rupye kharch kiya card se,16296,education,card,,,
Paid ₹39696 to Water bill using Google Pay,39696,utilities,upi,gpay,,
netflix subscription dekha 38748 rupye lgaa Phone Pe se diye,38748,entertainment,upi,phonepe,,
Transaction successful — ₹20016 to Ola cab via BHIM UPI paid from account …6503,20016,travel,upi,bhim,,
home loan car loan credit card EMI monthly ₹12296 autopay card,12296,emi,card,,,
Mutual fund SIP INR 49527 paid through GPay,49527,investment,upi,gpay,,
₹26053 debited from your account for Netflix subscription (Paytm UPI) SBI 2976,26053,entertainment,upi,paytm,,
Bus ticket INR 34218,34218,travel,card,,,
birthday gift money transfer friend ₹6056 via cash,6056,friends,cash,,,
hospital doctor pharmacy medicine diagnostic ₹12899 bhim,12899,healthcare,upi,bhim,,
food court payment me 7103 rupay ka khana khaya card se,7103,food,card,,,
exam fee ki fees 43014 rupaiye card se bharaa,43014,education,card,,,
food court payment me 20391 rupaye ka khana khya Paytm se,20391,food,upi,paytm,,
Online shopping payment INR 44629,44629,shopping,upi,gpay,,
Rs. 22518 sent to Netflix subscription via Google Pay UPI,22518,entertainment,upi,gpay,,
school college tuition course books fees ₹8529 card,8529,education,card,,,
doctor ke yahan 1244 rs. lagaa GPay se diye,1244,healthcare,upi,gpay,,
Paid ₹3205 to Amit using Phone Pe,3205,friends,upi,phonepe,,
14317 rupay fixed deposit investment me daale card se,14317,investment,card,,,
grocery vegetables milk bread ₹32949 paid card,32949,food,card,,,
12664 rs ka mobile recharge bill pay kya paytm se,12664,utilities,upi,paytm,,
electricity water broadband mobile recharge bill ₹20826 bhim,20826,utilities,upi,bhim,,
online course subscription ki fees 32781 rupay card se bharaa,32781,education,card,,,
Game purchase INR 27132,27132,entertainment,card,,,
online course subscription ki fees 29314 rupaye cash se bharra,29314,education,cash,,,
Phone Pe payment ₹33039 Stock purchase HDFC Bank 4885,33039,investment,upi,phonepe,,
mobile recharge ka bill 30885 rupye card se bhra,30885,utilities,card,,,
Transaction successful — ₹25555 to Electricity bill payment via BHIM UPI,25555,utilities,upi,bhim,,
electricity water broadband mobile recharge bill ₹24138 card,24138,utilities,card,,,
hospital doctor pharmacy medicine diagnostic ₹49649 Paytm,49649,healthcare,upi,paytm,,
Netflix subscription INR 11310,11310,entertainment,cash,,,
gpay payment ₹17840 Gas bill payment SBI 4338,17840,utilities,upi,gpay,,
15995 rs. ka hospital bill bill aaya CRED se pay kia,15995,healthcare,upi,cred,,
PhonePe payment ₹16912 Electronics shopping,16912,shopping,upi,phonepe,,
personal loan installment ki EMI 44553 rupaiye card se bharaa,44553,emi,card,,,
Hospital bill INR 21406,21406,healthcare,upi,paytm,,
Water bill INR 10492,10492,utilities,upi,cred,,
school college tuition course books fees ₹4169 card,4169,education,card,,,
24581 rupye lgaa train ticket irctc me card se diy,24581,travel,card,,,
Crypto investment INR 17695,17695,investment,upi,phonepe,,
Medical test charges INR 36552,36552,healthcare,cash,,,
padhai ke liye online course subscription pe 30056 rupaiye kharchaa kiya BHIM se,30056,education,upi,bhim,,
CRED: Payment of ₹5031 to Doctor consultation successful paid from account …6998,5031,healthcare,upi,cred,,
doctor ke yahan 322 rupay laga Google Pay se diye,322,healthcare,upi,gpay,,
mutual fund SIP stocks PPF FD investment ₹7112 card,7112,investment,card,,,
₹27529 debited from your account for Concert ticket (CRED UPI) paid from account …5453,27529,entertainment,upi,cred,,
online course subscription ka course 38191 rupay me lya PhonePe se pay kiyaa,38191,education,upi,phonepe,,
lunch dinner food order swiggy zomato restaurant meal ₹23719 phonepe,23719,food,upi,phonepe,,
movie ticket booking ka ticket 15930 rupye me lya cash se,15930,entertainment,cash,,,
train ticket irctc ka kiraya 43416 rs diye card se,43416,travel,card,,,
home loan car loan credit card EMI monthly ₹16248 autopay Phone Pe,16248,emi,upi,phonepe,,
food court payment me 6637 rupaiye ka khana khaya cash se,6637,food,cash,,,
38765 rs lga train ticket irctc me card se diye,38765,travel,card,,,
Exam fee INR 35824,35824,education,upi,paytm,,
netflix subscription ka ticket 6338 rs me liyaa paytm se,6338,entertainment,upi,paytm,,
Medical test charges INR 20785,20785,healthcare,card,,,
petrol diesel fuel ₹37373 at pump cred,37373,travel,upi,cred,,
43216 rupaiye ka order die clothing store bill pe card se,43216,shopping,card,,,
school college tuition course books fees ₹31636 card,31636,education,card,,,
Paid ₹8451 to Exam fee using bhim,8451,education,upi,bhim,,
39961 rs khrcha kiya netflix subscription pe phonepe se,39961,entertainment,upi,phonepe,,
school college tuition course books fees ₹1080 bhim,1080,education,upi,bhim,,
medical test charges me 25495 rs kharcha hua paytm se diyee,25495,healthcare,upi,paytm,,
Swiggy order INR 33829,33829,food,upi,bhim,,
Stock purchase INR 27887,27887,investment,upi,cred,,
school college tuition course books fees ₹26811 BHIM,26811,education,upi,bhim,,
padhai ke liye college fees payment pe 36671 rupaye kharcha kya card se,36671,education,card,,,
Electronics shopping INR 37790,37790,shopping,card,,,
doctor ke yahan 31003 rs lga card se die,31003,healthcare,card,,,
Game purchase INR 28091,28091,entertainment,upi,bhim,,
Flight ticket booking INR 22491,22491,travel,card,,,
college fees payment ki fees 7689 rupaye card se bharaa,7689,education,card,,,
bus ticket ka kiraya 45063 rupaye diy card se,45063,travel,card,,,
birthday gift money transfer friend ₹15168 via cred,15168,friends,upi,cred,,
home loan car loan credit card EMI monthly ₹32039 autopay gpay,32039,emi,upi,gpay,,
Netflix subscription INR 2655,2655,entertainment,upi,phonepe,,
mutual fund SIP stocks PPF FD investment ₹43998 paytm,43998,investment,upi,paytm,,
21856 rupay friend ko UPI PhonePe se transfer,21856,friends,upi,phonepe,,
